timestamp,corr_lat,corr_lng,corr_alt,true_lat,true_lng,true_alt,ref_num
2024-05-13 23:49:29.746708,8.242251433333333,124.2440462,44.93899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:49:33.115263,8.242240133333333,124.24404516666667,44.849,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:49:34.734004,8.242231933333333,124.2440444,44.87899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:49:39.755037,8.242228233333334,124.244044,44.93899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:49:44.755669,8.242223033333334,124.2440456,44.919,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:49:49.785154,8.242220133333333,124.2440465,45.009,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:49:54.813153,8.242219233333334,124.2440472,44.949,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:49:59.837000,8.242213433333333,124.2440497,44.90899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:50:04.879665,8.242205833333333,124.2440539,44.748999999999995,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:50:09.913648,8.242194933333334,124.2440549,44.759,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:50:14.974067,8.242184533333333,124.2440535,44.748999999999995,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:50:19.997268,8.242178933333333,124.24404990000001,44.68899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:50:25.005524,8.242185300000001,124.244046,44.989,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:50:30.051478,8.242196600000002,124.2440437,45.038999999999994,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:50:35.039394,8.242206000000001,124.2440444,45.038999999999994,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:50:40.072211,8.2422131,124.244044,44.968999999999994,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:50:45.109829,8.242224600000002,124.2440434,45.288999999999994,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:50:50.135725,8.242227000000002,124.2440461,45.009,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:50:55.209491,8.242222300000002,124.24404870000001,44.93899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:51:00.194111,8.242219433333334,124.2440519,45.009,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:51:05.221223,8.242220533333333,124.2440507,44.949,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:51:10.246437,8.242218200000002,124.2440491,45.089,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:51:15.254372,8.242219200000001,124.2440455,45.12899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:51:20.289802,8.242220900000001,124.2440447,45.01899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:51:25.319896,8.2422274,124.2440454,45.199,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:51:30.367742,8.2422409,124.2440495,45.43899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:51:35.782368,8.242249333333334,124.2440536,45.428999999999995,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:51:40.419927,8.242251233333333,124.2440607,45.318999999999996,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:51:45.429841,8.242255033333333,124.2440659,45.349,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:51:50.466139,8.242248433333334,124.2440692,45.229,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:51:55.486776,8.242252033333333,124.2440698,45.62899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:52:00.533468,8.242252433333334,124.2440701,45.619,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:52:05.525819,8.242256333333334,124.2440706,45.599,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:52:10.574775,8.242255833333333,124.24407240000001,45.248999999999995,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:52:15.574328,8.242254233333334,124.244073,45.309,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:52:20.608222,8.242246233333333,124.2440703,45.339,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:52:25.640191,8.242238833333333,124.2440662,45.43899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:52:30.660048,8.242227033333334,124.2440629,45.358999999999995,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:52:35.693662,8.242216733333333,124.2440605,45.32899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:52:40.724541,8.242209933333333,124.2440583,45.37899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:52:45.756079,8.242206633333334,124.2440553,45.65899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:52:50.804192,8.242201733333333,124.2440552,45.399,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:52:55.818948,8.242201633333334,124.2440527,45.458999999999996,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:53:00.828516,8.242211133333333,124.2440513,45.65899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:53:05.862871,8.242212733333334,124.2440508,45.479,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:53:10.900193,8.2422163,124.2440534,45.638999999999996,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:53:15.915271,8.242224300000002,124.2440567,45.589,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:53:20.927847,8.242228833333334,124.2440574,45.62899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:53:25.994589,8.242230733333333,124.2440565,45.528999999999996,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:53:31.037105,8.242228133333333,124.2440555,45.449,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:53:36.008405,8.242222933333334,124.2440531,45.599,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:53:41.064244,8.242217733333334,124.2440488,45.599,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:53:46.073090,8.242217533333333,124.2440438,45.62899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:53:51.116185,8.242217533333333,124.2440368,45.419,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:53:56.124155,8.242222433333334,124.244027,45.509,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:54:01.167822,8.242222666666667,124.2440194,45.608999999999995,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:54:06.193555,8.242223766666667,124.2440133,45.708999999999996,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:54:11.254354,8.242216366666668,124.2440072,45.68899999999999,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:54:16.265680,8.242206866666667,124.2440006,45.638999999999996,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:54:21.287924,8.242204166666667,124.243998,45.589,8.2423624,124.2439292,74.889,3.0
2024-05-13 23:54:26.334256,8.242206466666667,124.2440005,45.638999999999996,8.2423624,124.2439292,74.889,3.0
